Country,Region,Year,Month,Type_of_Tourism,Tourist_Arrivals,Sales,Profit,Average_Spend_Per_Visitor,Operating_Costs,Marketing_Spend,Number_of_Hotels,Tourism_Sector_Employment,Satisfaction_Score
Germany,Australia,2022,July,Medical,223573,86338.82,187484.45,3188.07,144132.47,16925.27,2781,71930,5.27
Australia,Western Europe,2021,March,Eco-tourism,334938,267518.17,190112.79,2793.45,170040.14,20280.03,4313,68987,2.22
Spain,Western Europe,2021,November,Cultural,270607,455895.99,262097.36,3673.04,168396.75,42331.15,573,87883,4.89
Germany,Western Europe,2020,July,Leisure,443998,805269.3,11493.86,2804.78,106859.83,28384.44,2202,37331,1.96
Canada,Australia,2020,January,Cultural,18954,498760.39,41393.08,3420.35,143186.77,42919.2,193,20612,1.92
USA,Australia,2023,September,Adventure,269038,829391.62,477087.37,3414.2,181276.78,49590.61,3830,74600,9.02
Germany,Australia,2021,July,Medical,302915,368568.27,268895.42,3514.61,166731.45,36215.44,3734,34201,2.87
Italy,Australia,2022,May,Adventure,442291,662740.82,378550.14,3366.99,58495.18,35110.16,2351,27709,9.9
Canada,Western Europe,2023,May,Eco-tourism,34253,213353.36,243264.24,2816.15,182896.32,11354.42,4090,68050,2.48
Switzerland,North America,2022,September,Cultural,77794,595104.65,189607.3,3672.57,187824.37,4963.9,92,43962,7.26
Canada,Australia,2023,February,Eco-tourism,28973,150949.88,316592.42,2497.58,116254.78,21240.48,1924,37439,6.14
Australia,Australia,2020,March,Medical,272769,831932.81,181573.16,3734.93,31698.91,15645.5,4665,48126,1.86
Spain,Australia,2021,August,Cultural,276497,439261.34,144393.74,3489.39,137590.72,14114.43,351,19117,4.4
Australia,North America,2022,July,Cultural,235302,358285.66,146163.64,1729.22,104371.11,33376.78,1320,55288,5.38
Spain,Western Europe,2020,July,Adventure,226936,691697.34,20401.99,4214.67,171478.32,30909.29,2169,10349,8.12
France,Australia,2023,November,Medical,121534,165220.12,450929.63,1686.15,85121.76,38886.75,59,62181,8.62
Netherlands,North America,2022,May,Cultural,427667,455602.73,214226.33,507.97,80898.62,34570.61,253,33603,7.13
Australia,Australia,2021,October,Cultural,344359,654346.81,279622.15,1738.86,50644.33,39573.55,1133,90877,1.43
USA,Australia,2020,April,Adventure,241444,431810.27,50058.55,3697.31,24161.19,49625.46,1840,40486,6.45
Spain,Australia,2023,December,Medical,406425,981859.49,75964.86,2237.17,47933.07,13331.58,2027,78070,6.46
Germany,Western Europe,2021,August,Eco-tourism,434280,737347.47,470941.99,4060.43,120060.07,26608.24,4067,89487,6.48
Spain,Western Europe,2021,June,Adventure,285564,723057.41,340719.69,3736.65,41620.64,42225.02,2437,33320,2.84
Switzerland,North America,2021,March,Adventure,196266,943783.09,476869.86,2921.18,165151.35,48612.92,2913,85223,6.36
France,North America,2021,September,Leisure,120336,613284.69,112298.06,1173.43,113975.17,7091.57,3646,75701,4.79
Canada,Australia,2023,July,Leisure,151654,303450.6,196094.86,2867.83,168420.38,15890.04,1005,16136,5.97
Canada,Australia,2022,November,Medical,493982,143020.89,494632.85,3608.49,196652.58,16359.52,3920,15191,1.66
USA,Western Europe,2023,October,Adventure,63562,383877.48,204169.13,2758.73,99676.5,40154.61,2609,25512,4.53
USA,Western Europe,2023,May,Cultural,456569,168965.09,134285.93,2033.84,176317.61,47969.81,2934,74953,3.2
UK,Western Europe,2022,May,Leisure,440862,761165.48,462281.78,831.4,46058.31,19559.13,3685,87339,9.17
Italy,North America,2023,December,Cultural,431931,176645.81,45495.83,2344.93,61217.52,32986.29,1453,39510,5.87
USA,North America,2023,August,Leisure,201978,908863.58,41273.12,1776.63,86687.81,28764.07,1365,86481,9.31
Germany,Western Europe,2023,March,Cultural,437355,54156.99,356354.51,2266.65,138140.42,3264.02,2881,82166,1.02
USA,Western Europe,2022,October,Adventure,241485,315397.75,87499.52,4843.67,120854.33,13626.21,4807,73277,3.58
UK,North America,2022,June,Eco-tourism,159587,788413.02,160369.84,4552.15,191080.68,46787.71,4846,97579,4.12
USA,North America,2023,July,Cultural,437803,637134.1,313620.85,3730.76,96803.4,15543.66,4773,50233,9.87
Netherlands,Australia,2020,November,Eco-tourism,401132,970685.36,163163.45,4877.46,30158.02,12221.56,205,58474,5.37
France,Western Europe,2021,September,Eco-tourism,61150,548472.26,212711.47,1597.82,27048.61,42746.05,1181,18744,8.74
France,Australia,2020,January,Adventure,142961,56459.01,317673.77,865.83,25971.96,5740.33,2633,8677,8.59
Spain,Western Europe,2022,November,Adventure,124050,352494.92,29479.38,1271.03,28513.54,41102.09,3133,38911,4.6
Netherlands,Australia,2023,August,Medical,313669,924397.02,498409.62,1778.32,96319.7,9431.07,2789,91751,3.04
Spain,Australia,2022,April,Medical,333681,254168.52,459589.92,746.28,35989.66,13230.89,1183,48522,5.4
Netherlands,Western Europe,2021,July,Adventure,342324,818965.07,92078.85,3489.18,41510.98,27896.22,1215,73793,5.23
USA,North America,2021,June,Leisure,453766,330181.12,466017.98,3724.9,67019.69,3120.95,824,14880,7.91
Switzerland,Australia,2023,September,Medical,436845,492598.03,431178.6,4678.51,63780.73,31989.27,731,55128,1.92
USA,Australia,2023,March,Leisure,109396,743953.19,183563.01,2631.2,186933.92,29470.86,2243,17336,9.02
Switzerland,Western Europe,2023,April,Leisure,334513,269080.1,152166.54,2176.17,72219.29,1768,2637,69995,7.3
Switzerland,Western Europe,2022,February,Medical,184822,515394.23,393986.58,4375.95,44741.86,36962.86,1017,50297,3.02
Germany,Australia,2021,July,Cultural,43459,293310.57,414693.74,2024.42,129392.63,7883.44,1297,67869,1.84
USA,Australia,2023,February,Eco-tourism,387894,487263.49,456130.24,4906.56,185728.54,22584.39,444,47158,1.33
USA,North America,2020,December,Adventure,110213,39449.87,313438.13,1740.6,118875.47,35867.93,1935,47682,1.4
Australia,Australia,2020,July,Cultural,13574,166186.34,245503.38,4950.89,198815.3,40716.11,117,95290,5.84
France,North America,2021,September,Adventure,247238,449409.69,422989.86,3345.01,74554.1,47352.96,4122,20861,9.79
Canada,North America,2020,September,Medical,186249,744287.46,199171.79,519.19,34031.88,4717.57,4323,44755,3.63
Italy,Australia,2023,January,Medical,320836,388248.84,174662.96,1971.97,95865.41,42108.36,4488,8756,7.79
Australia,Western Europe,2023,January,Adventure,130121,753725.06,178922.33,3064.05,38500.91,33309.09,4148,74772,7.32
France,North America,2021,December,Eco-tourism,491611,575974.3,242695.81,4749.42,139589.92,10244.48,3163,9926,4.56
USA,Australia,2022,October,Leisure,151964,527530.91,254881.89,1913.84,84103.13,26493.23,2459,48740,8.73
Italy,Western Europe,2021,December,Eco-tourism,352754,536562,134738.62,2173.12,185045.23,26100.44,1565,71846,1.91
France,Australia,2020,July,Medical,369275,130780.85,115868.88,2573.28,17437.83,21791.19,4407,7304,2.85
France,Western Europe,2021,November,Medical,35872,99034.5,219638.7,4216.82,46123.79,28989.25,4674,21970,8.58
Germany,Western Europe,2021,August,Leisure,56799,366427.65,334526.4,1010.51,71712.1,43349.46,4540,88867,2.74
UK,North America,2021,September,Leisure,406548,308143.34,383988.85,1127.41,131132.58,22488.14,963,42266,7.21
Switzerland,North America,2023,November,Adventure,297530,298916.42,311004.46,4516.43,146275.36,47612.2,3827,25331,5.32
Germany,Western Europe,2020,June,Adventure,400296,688293.47,51983.06,3460.52,167941.7,2395.4,329,43973,3.39
UK,Western Europe,2022,April,Adventure,464794,471202.77,478230,4735.35,170389.75,28187.52,4565,84126,2.42
Canada,Australia,2020,January,Medical,182388,809442.48,342230.41,4355.15,59668.74,5309.63,845,93266,3.14
USA,North America,2021,June,Adventure,485117,387090.51,77372.2,2100.97,111506.44,33846.85,3758,73950,1.17
USA,Australia,2022,May,Leisure,238962,437499.97,291143.96,3486.46,85105.1,31359.62,4430,95690,5.75
Australia,North America,2020,November,Adventure,302220,250143.09,160536.11,1853.5,27775.95,49797.77,1301,97908,7.33
Canada,Australia,2020,July,Leisure,362933,51260.31,356286.24,3811.38,137984.56,18420.55,1813,56321,9.09
Australia,Western Europe,2022,June,Medical,85949,563599.2,99037.13,4988.87,96140.25,47708.98,842,99666,9.7
Netherlands,Western Europe,2022,August,Adventure,346292,628228.47,181911.23,3075.25,153917.48,26123.67,356,39276,6.91
Italy,Australia,2022,September,Cultural,267053,732654.69,358908.34,4055.56,70819.06,46213.84,4694,69715,3.44
Netherlands,Australia,2021,November,Cultural,286896,11924.12,241997.18,2028.16,101394.42,18744.8,1900,71333,2.14
Germany,Australia,2020,April,Medical,127501,396841.08,370723.7,4624.36,31944.64,41914.15,1847,35807,3.67
Canada,Australia,2022,April,Cultural,169659,589818.25,291424.86,638.03,60049.81,48821.74,4774,89574,7.62
UK,Australia,2022,January,Eco-tourism,372574,257605.22,432212.1,4255.36,54646.05,21048.78,4206,22923,7.42
Canada,Australia,2021,November,Adventure,483395,343066.94,371160.31,1065.91,10946.5,24589.94,2740,85752,9.37
Italy,North America,2021,November,Cultural,368761,358657.85,260667.87,3859.55,157099.14,10000.42,3202,31506,1.95
Canada,Australia,2023,July,Cultural,237830,71493.33,21192.75,4754.49,158742.82,38230.31,1031,35125,8.88
France,Western Europe,2020,February,Leisure,184364,565346.7,467396.21,4787.21,89086.07,10293.61,1128,11918,5.21
Netherlands,Australia,2020,February,Eco-tourism,218471,474856.68,154827.62,2344.65,132902.51,49941.44,2156,22794,3.98
Italy,Western Europe,2020,October,Eco-tourism,119857,594569.7,244378.5,2523.98,71657.5,19361.12,4512,36776,8.03
Australia,Australia,2021,November,Leisure,288001,763286.86,51915.67,4202.28,91740.02,25928.91,1313,2884,5.13
Italy,Western Europe,2023,August,Adventure,151725,451990.69,313112.69,4209.13,154696.94,5574.86,3656,87144,8.1
Germany,Australia,2022,May,Medical,158914,270367.63,117387.83,2529.75,32078.56,12702.66,1992,88864,8.5
USA,Australia,2023,September,Cultural,387716,237509.8,473599.58,4118.59,46488.81,33408.58,1182,50802,4.63
Switzerland,Western Europe,2021,August,Adventure,363495,165999.94,467575.99,1474.03,123254.55,34115.22,4704,26844,4.06
UK,Australia,2023,January,Adventure,367147,176707.22,78702.48,3726.7,131716.59,24113.68,473,60417,6.9
Switzerland,Australia,2021,November,Cultural,291612,716820.28,381690.07,3474.93,182470.19,31977.62,845,87728,1.57
Switzerland,Australia,2021,December,Leisure,99885,102384.68,35459.5,4993.06,189710.38,7749.77,2042,89674,3.34
Switzerland,Australia,2023,July,Cultural,383256,687770.75,301278.28,2888.47,185393.19,15345.35,3818,39529,5.63
Netherlands,Australia,2020,December,Cultural,235552,276875.84,295234.01,2980.02,36186.64,15168.21,2994,7207,4.87
Netherlands,Western Europe,2022,April,Medical,213627,83368.18,341390.91,1870.31,194742.19,5148.52,730,22952,9.55
Germany,Australia,2020,May,Cultural,360791,506005.38,135524.63,2783.86,185204.11,18830.6,2599,71015,9.58
Italy,Australia,2022,March,Adventure,303220,126626.86,405303.95,4497.92,50563.31,18972.29,523,7978,9.2
Spain,Western Europe,2021,October,Cultural,116781,176014.85,138437.11,1120.54,90217.58,20935.2,4873,16401,6.65
UK,Western Europe,2020,January,Medical,410705,417433.13,86922.23,4077.35,22951.48,22424.97,1106,31012,9.02
France,North America,2021,June,Eco-tourism,114524,527913.78,313611.39,3699.01,102072.23,37995.07,3663,68668,3.35
Netherlands,North America,2020,November,Adventure,116497,448932.66,280873.71,1194.45,15547.76,8940.62,1550,89561,1.69
Spain,Western Europe,2023,December,Adventure,264172,383154.64,498172.65,1907.87,26002.93,17082.03,1936,42516,6.17
Germany,Australia,2022,August,Adventure,436365,281775.82,184016.73,4333.13,16746.55,45526.05,1954,18743,1.69
Italy,North America,2020,October,Medical,262689,482962.24,103682.93,4212.05,131272.97,31849.75,4577,25986,6.27
France,North America,2021,September,Adventure,315529,70217.62,60801.51,1819.41,153363.92,31126.96,1979,25220,8.44
Canada,North America,2022,March,Adventure,58024,165089.82,8354.86,1257.94,68555.45,10082.22,1481,85945,4.63
Spain,Western Europe,2023,February,Leisure,413775,839031.41,264821.92,2057.72,56586.01,12722.69,1915,60003,4.36
Australia,Western Europe,2023,March,Adventure,281079,668922.89,353961.23,4452.75,147052.15,41697.28,3564,40404,5.03
Australia,Western Europe,2022,September,Medical,383080,322329.1,179137.23,4340.05,127116.76,7462.46,1572,30589,2.41
USA,North America,2023,July,Leisure,376296,12701.68,281643.09,4487.8,56553.39,31226.74,54,98239,9.67
Spain,North America,2023,May,Medical,254939,941200.58,48149.95,4077.2,123981.21,24746.18,3855,69627,5.07
Australia,Western Europe,2022,January,Eco-tourism,499868,53957.02,364282.7,3382.43,60520.34,1797.84,3461,29244,1.95
Spain,North America,2020,September,Adventure,289953,583709.96,388231.19,872.35,117474.32,34814.75,3347,53909,9.27
Canada,Western Europe,2021,May,Medical,165965,441929.6,177478.38,4284.74,37083.84,30158.54,1354,25497,1.18
USA,Western Europe,2022,March,Eco-tourism,455625,72823.44,388578.2,957.87,52332.27,25268.59,3565,96378,1.6
France,Australia,2022,April,Medical,373519,932613.97,28716.65,3260.87,22912.87,16572.53,3751,67860,8.92
Switzerland,Western Europe,2021,July,Eco-tourism,127845,419956.6,351548.06,4297.36,49148.87,46411.94,3427,3210,2.14
France,Australia,2021,October,Leisure,399800,180674.17,337490.2,962.05,194087.83,49771.26,3402,16500,2.62
Canada,Western Europe,2022,May,Leisure,82841,763978.46,229974.16,2165.64,121672.58,19519.77,2605,22742,2.09
USA,Western Europe,2020,December,Leisure,17639,442888.15,471166.68,1738.8,107802.92,48448.65,3104,68905,7.61
Switzerland,Australia,2023,January,Eco-tourism,419081,664187.91,80899.09,1835.51,64982.33,40160.99,128,34751,4.49
UK,Western Europe,2021,September,Eco-tourism,294013,751486.47,473896.94,1154.19,134606.18,13357.5,211,15425,2.13
Switzerland,North America,2021,May,Medical,36117,172542.79,300197.36,1967.15,144079.17,48043.78,1283,24224,8.22
France,North America,2023,December,Medical,195078,566047.29,436743.5,2762.99,60708.04,28908.77,3218,57642,9.89
UK,North America,2020,March,Adventure,227891,850072.14,161147.4,4958.78,140075.03,21821.24,2832,24948,4.46
Germany,Australia,2021,April,Leisure,199995,378358.17,221978.86,1116.67,89566.62,19515.32,2122,42013,5.07
Spain,Western Europe,2021,December,Adventure,471548,990018.09,371942.79,3240.07,198859.79,17827.34,2004,58205,1.96
UK,North America,2021,November,Leisure,108664,193756.1,50777.21,4427.79,146841.98,38875.06,3510,67245,7.87
Netherlands,Australia,2022,July,Eco-tourism,296208,920305.87,149300.38,3502.21,107926.86,28371.76,3666,18564,6.28
Canada,North America,2021,December,Eco-tourism,325373,770962.73,496980.78,4835.5,161570.74,39439.03,644,93265,9.05
Netherlands,North America,2022,May,Cultural,344636,131820.9,405212.49,785.95,96313.8,15220.23,2630,42295,5.11
Spain,North America,2021,April,Leisure,444727,614241.65,123841.87,1994.11,79262.43,3844.39,2718,69502,4.41
France,Western Europe,2023,March,Adventure,208031,52631.88,152593.34,1203.95,120392.29,20926.31,283,11172,4.05
Italy,Australia,2021,August,Eco-tourism,296746,479297.95,215404.84,3882.61,178998.69,25925.1,800,92991,4.77
UK,Western Europe,2023,February,Leisure,257911,729763.37,66650.16,883.03,124058.69,17603.36,1865,25137,4.03
Germany,Australia,2022,January,Eco-tourism,356461,909505.86,177228.56,3424.69,102031.71,12312.73,2202,80427,5.62
Australia,Australia,2023,December,Leisure,251757,995984.63,9991.43,2734.71,148550.29,47239.1,2591,28071,1.07
Australia,North America,2022,March,Medical,470994,296415.52,297259.91,3466.94,70149.02,42391.56,3809,16566,1.38
UK,Australia,2022,July,Medical,340089,850711.15,198421.48,2585.58,153486.55,31994.6,792,22269,1.43
France,Australia,2020,December,Adventure,69859,135758.58,179587.47,2546.45,92193.1,15646.26,2134,1112,4.27
Germany,Australia,2021,April,Eco-tourism,30034,659627.05,106509.54,1078.13,20264.16,4398.91,2493,50270,7.86
UK,Australia,2021,February,Medical,48874,212920.44,116847.16,4756.7,26684.43,43713.88,509,19592,9.83
Germany,Australia,2023,December,Eco-tourism,496592,417138.66,490415.56,704.19,86892.25,45619.99,548,27200,4.05
Switzerland,North America,2021,March,Adventure,354533,788923.7,83843.94,4357.27,103452.04,49301.07,164,52889,3.14
Australia,North America,2020,June,Eco-tourism,398684,300285.96,348349.95,523.57,102093.3,14621.17,2243,4321,5.91
Netherlands,Western Europe,2023,September,Eco-tourism,449773,800745.16,427645.33,896.15,38407.23,16424.05,4511,54472,4.52
Australia,Western Europe,2020,October,Leisure,132129,806983.37,320064.91,3683.82,45579.23,19944.61,4731,84831,3.47
France,Western Europe,2023,February,Leisure,385179,656911.17,452854.87,3994.8,183433.56,36134.36,3197,54340,9.84
UK,Australia,2022,April,Medical,407749,458183.11,401584.08,2067.16,191117.03,28852.32,4826,94524,3.73
Netherlands,North America,2020,March,Cultural,481831,801467.74,401088.34,3019.62,88860.97,34536.57,3235,25145,3.49
Switzerland,North America,2021,March,Leisure,142630,892061.13,420046.1,2586.04,177532.6,8914.11,4629,78490,4.01
Australia,Australia,2020,July,Eco-tourism,331221,172701.07,331500.44,2057.93,165996.89,1264.93,3848,44973,6.11
Canada,Western Europe,2021,June,Leisure,428931,578286.12,476664.47,3238.22,138552.98,39337.99,4834,67394,4.41
Spain,Western Europe,2023,June,Eco-tourism,96868,285334.72,314630.61,3590.51,167611.9,3752.59,181,50971,8.28
Spain,North America,2022,September,Cultural,449388,625278.58,292693.98,4055.87,158301.27,5786.71,3449,98272,3.76
Australia,North America,2020,August,Leisure,40258,883839.68,278176.13,2761.11,81648.66,27654.35,761,71744,9.68
UK,North America,2022,November,Leisure,23342,491158.67,287290.57,4890.03,85816.98,27448.09,1920,80039,2.58
USA,Australia,2022,August,Eco-tourism,127486,236595.36,360307.63,4428.91,25501.26,9455.59,1732,32162,6.85
UK,Australia,2022,June,Cultural,105149,315348.58,62385.3,913.59,37521.87,11594.2,4728,39343,4.61
Switzerland,Australia,2020,February,Cultural,239553,945439.82,386799.48,1886.53,89198.72,10720.83,2175,41376,8.97
Netherlands,Australia,2020,August,Adventure,387129,625927.25,400820.95,1648.81,101204.6,46529.45,904,34026,4.88
Italy,North America,2023,June,Medical,489088,367277.25,147424.63,1861.41,20283.33,40272.52,2407,61420,3
UK,Western Europe,2021,July,Leisure,83828,457659.17,150561.6,4474.54,80202.07,34384.02,2235,61881,3.08
Germany,North America,2020,September,Cultural,83350,536815.09,391568.97,4605.47,136087.3,48203.63,2327,39738,4.22
Germany,Australia,2022,September,Cultural,464947,459007.99,421260.7,2897.88,55608.44,8492.53,4838,1018,9.58
France,North America,2020,March,Leisure,245243,554503.78,166920.76,2634.16,166498.46,26783.31,3867,12002,3.17
UK,North America,2022,June,Cultural,293927,223647.7,406733.77,4752.88,12914.22,13658.55,4887,90806,7.12
Spain,Australia,2021,December,Medical,356605,655978.32,214525.38,1937.63,11221.04,23609.77,2238,24174,6.77
Switzerland,Western Europe,2021,April,Medical,142978,695584.98,470895.34,3951.23,15946.9,27824.91,3975,91951,6.37
Canada,Western Europe,2021,October,Eco-tourism,362471,175352.96,27017.02,2927.12,127048.9,26917.15,2295,28301,9.94
Canada,North America,2021,August,Leisure,364285,156299.12,221137.24,3559.83,5467.72,28666,4388,36915,9.97
France,Western Europe,2021,December,Medical,306943,72434.22,358791.42,4486.73,84464.86,4800.77,3172,21089,3.73
UK,North America,2021,April,Eco-tourism,190558,166208.73,158146.24,2815.72,173416.19,4719.36,1324,42804,1.7
Australia,Western Europe,2020,January,Cultural,82630,778464.73,416380.41,3171.13,30899.75,38404.23,1879,3911,4.04
Netherlands,Western Europe,2022,November,Eco-tourism,223792,34437.75,389130.87,3643.06,70033.13,33321.94,4949,34672,9.34
Italy,Western Europe,2021,October,Leisure,151076,507385.32,231356.78,970.6,199161.77,2790.1,1685,26267,4.14
Spain,Australia,2022,July,Leisure,303320,427260.29,438180.1,4487.87,74549.18,4878.53,2345,88953,7.13
Canada,Western Europe,2022,February,Medical,168123,393665.42,316672.94,2556.82,84095.61,10980.94,2923,50949,6.52
UK,North America,2023,November,Adventure,486891,785908.21,91693.27,2393.89,94740.39,36808.24,2002,10546,5.13
UK,Western Europe,2020,October,Leisure,87653,960642.44,272068.6,4229.01,21703.6,46366.99,3292,1327,2.91
Spain,Western Europe,2021,June,Cultural,341137,196915.15,217155.64,4971.72,39162.04,9545.34,3811,24905,7.02
Australia,Australia,2022,October,Eco-tourism,259473,387095.84,32361.18,1016.87,199170.23,3557.99,3327,9702,3.93
Netherlands,Western Europe,2023,November,Eco-tourism,79899,749394.93,51689.98,4618.38,95820.36,27692.86,1029,38665,4.81
USA,Western Europe,2021,July,Cultural,140366,711255.49,228061.31,4947.06,162091.19,37943.02,2741,35944,4.21
Switzerland,North America,2021,August,Cultural,400679,344506.74,496987.85,2880.8,37331.96,33821,356,9124,7.55
Germany,North America,2020,March,Eco-tourism,434845,650361.2,416099.83,2166.09,82787.37,18936.78,3447,18720,5.53
UK,Western Europe,2020,April,Adventure,82662,360613.58,396898.33,1865.02,40541,19362.49,4712,38653,2.69
Canada,Western Europe,2023,April,Cultural,192680,322567.73,321986.81,773.9,81434.01,16677.93,4155,41875,1.73
Australia,Western Europe,2022,June,Medical,265713,645954.31,115984.38,693.86,189309,24519.79,4668,93366,3.25
Spain,Australia,2023,March,Leisure,109962,213324.78,182583.76,1951.93,62754.6,36834.83,1691,99162,6.16
Spain,North America,2022,November,Eco-tourism,439875,390983.12,385491.43,3866.25,26463.14,28367.48,1227,51432,9.24
Netherlands,Australia,2022,July,Cultural,19638,732493.16,348529.47,3960.73,88792.35,2263.39,2907,12501,2.28
UK,Western Europe,2023,February,Eco-tourism,411432,58269.32,220809.84,564.25,157814.69,21733.67,3976,18188,7.47
Australia,North America,2022,January,Eco-tourism,204048,473182.16,237906.54,1265.29,197273.28,28685.2,2766,10786,9.14
Italy,North America,2021,July,Cultural,425303,425244.53,336411.09,3500.4,111181.6,26700.52,915,87749,4.01
Switzerland,North America,2020,March,Leisure,399444,305809.32,26854,2577.62,138476.65,14405.35,550,42948,3.92
Germany,North America,2023,April,Cultural,366074,989065,82127.69,3848.5,108001.61,25512.34,490,82126,4.31
Italy,Western Europe,2022,October,Medical,122010,827658.96,282599.21,1136.36,127245.06,31117.46,2862,23248,2.12
Canada,North America,2022,April,Leisure,418006,789896.3,150297.23,3707.97,23022.4,14509.83,4258,70838,7.47
Australia,Western Europe,2023,March,Eco-tourism,291267,727948.64,32164.12,3086.53,136358.88,23822.63,985,30669,3.83
Australia,Australia,2021,April,Cultural,151025,579501.65,241035.02,2196.52,163556.4,37140.27,3943,48430,8.25
Spain,North America,2021,June,Cultural,488746,805702.32,433746.76,4925.8,62094.38,33297.96,1525,51863,7.79
USA,Western Europe,2020,March,Medical,383656,694201.61,260283.76,938.21,102225.02,39719.11,4566,16390,8.28
Switzerland,Australia,2022,November,Cultural,218635,321234.71,85978.49,4561.02,189548.01,11726.89,874,94856,5.1
UK,Australia,2022,November,Leisure,131044,125204.82,484111.19,1972.21,133430.17,49645.55,3486,92938,3.2
Switzerland,Australia,2022,January,Medical,90876,682752.18,147939.96,4071.59,127079.82,17566.26,1458,34340,2.07
Canada,Western Europe,2020,April,Adventure,119691,128765.65,384065.51,1833.68,179448.03,46655.23,1319,66009,2.87
Italy,North America,2021,March,Eco-tourism,414176,576074.18,244188.69,2041.89,185001.22,1853.42,2331,70258,6.21
Canada,North America,2023,July,Medical,180721,727051.24,481717.37,1175.08,110511.73,18143.52,938,48837,3.19
Switzerland,North America,2020,February,Adventure,423383,533682.86,120010.47,1211.45,49356.56,13104.55,427,24700,2.78
Netherlands,Australia,2021,February,Cultural,300692,70965.43,414359.23,3470.82,82350.46,40403.55,2041,89942,3.06
Australia,Western Europe,2023,May,Cultural,21361,331483.17,82542.71,2507.85,26809.22,36529.88,4880,6007,3.48
Switzerland,Western Europe,2020,August,Medical,28923,455882.39,111188.24,1992.57,164053.47,40758.16,2455,85174,2.68
Canada,North America,2022,July,Medical,387067,732903.96,288895.27,4241.97,125435.45,25650.08,3331,91408,6.3
Italy,Western Europe,2022,July,Adventure,332007,70169.08,388853.12,4829.01,123420.21,23531.24,1398,58006,2.52
Australia,Australia,2022,June,Cultural,434601,458390,420865.52,2881.63,194675.49,30379.9,2045,7585,9.61
Germany,North America,2021,February,Eco-tourism,343550,562435.32,432384.22,1704.99,33775.9,24810.79,1928,50810,2.94
Australia,Australia,2023,June,Adventure,143669,434636.58,487770.24,3215.34,88770.69,14512.16,1607,29735,1.77
UK,Australia,2021,September,Adventure,396597,43072.4,216757.13,3709.9,126714.89,30974.67,4340,59906,3.64
Canada,North America,2020,November,Medical,21608,33156.6,425702.41,2059.89,14118.79,24281.17,2324,84123,3.58
Canada,Western Europe,2021,December,Adventure,178297,290115.05,335080.57,2688.83,30574.59,39137.05,2142,78538,8.24
Germany,North America,2021,July,Cultural,420519,117283.53,301540.7,4033.03,194976.76,24949.7,2947,74867,4.82
Netherlands,North America,2020,June,Adventure,248021,870122.71,44147.28,2389.68,154255.92,42629.99,4029,54704,7.42
Switzerland,Western Europe,2022,December,Medical,126505,628647.71,160457.75,2142.83,99413.09,21028.76,1707,31918,6.64
Netherlands,Australia,2022,April,Cultural,378298,273979.63,255164.33,3580.4,102071.79,12373.3,2723,97541,5.8
Spain,Australia,2020,January,Adventure,201345,821476.62,342361.01,3351.39,95492.15,18833.41,4748,85813,6.54
Netherlands,Australia,2020,June,Adventure,89518,833648.1,328421.93,4636.07,105315.95,38594.57,2541,30997,7.62
France,Western Europe,2023,January,Eco-tourism,82156,125708.15,203396.53,4625.11,27495.47,33178.17,240,40716,2.32
Italy,North America,2020,August,Eco-tourism,340580,199027.36,229871.85,2240.74,117403.48,2060.66,4119,8652,5.83
Spain,North America,2021,July,Cultural,24544,928472.05,476134.28,1678.78,192897.61,47518,671,70485,7.41
Canada,North America,2023,March,Adventure,263581,232597.99,418980.13,1762.76,71555.21,15119.97,3934,8925,3.02
France,North America,2022,April,Leisure,272181,630578.19,98416.47,2589.87,44073.23,7511.98,4914,73341,9.27
Netherlands,Australia,2020,July,Leisure,466366,823769.43,199109.79,3853.76,151163.06,39220.02,1470,58070,4.91
Italy,North America,2021,September,Leisure,425765,643442.4,294717.11,2401.57,99992.72,9441.19,3154,55054,1.53
Australia,Western Europe,2020,April,Adventure,420286,276298.46,347829.81,2423.9,79335.83,32627.25,2171,52601,7.27
USA,Australia,2022,April,Adventure,402403,628263.86,497302.54,4703.94,11149.63,24703.56,3745,69661,7.54
Italy,North America,2022,February,Eco-tourism,444252,384552.15,461266.7,3466.16,141183.35,30808.73,2266,93419,7.8
Spain,Western Europe,2022,April,Cultural,182427,107229.05,306634.95,3969.14,121080.34,34505.1,4198,1229,5.07
Australia,Australia,2022,November,Eco-tourism,193167,549924.49,39668.52,4144.34,109529.04,3073.94,3549,10658,6.69
Spain,North America,2023,April,Medical,334973,690766.7,339472.27,1340.9,117799.77,6696.14,4967,54716,8.61
Netherlands,Australia,2022,March,Leisure,186043,257638.6,79024.08,3435.95,103702.82,31812.55,4148,62770,7.5
Switzerland,Australia,2021,September,Eco-tourism,127722,79328.59,359431.37,2620.47,39912.4,17388.4,846,33916,6.67
Switzerland,Australia,2020,May,Leisure,139958,208199.81,103926.68,4892.59,78917.24,26786.12,4805,32534,7.13
UK,Australia,2023,January,Eco-tourism,232025,327719.23,368967.32,3201.95,198255.09,41307.39,2819,37696,4.08
Australia,Western Europe,2021,August,Adventure,331207,648808.2,358076.58,2090.71,149418.49,7515.77,711,15537,1.2
UK,Australia,2021,June,Leisure,451003,353978.25,43861.27,2857.79,160063.36,24899.85,4679,81456,4.2
France,Australia,2020,September,Medical,330515,124150.99,417942.06,4789.57,45609.24,17291.13,2780,80210,5.83
